ft,file_name,short_name,date,utterance,tiempo.inicio,tiempo.fin,speaker.role,speaker.name,DEFAULT_LOCALE,PARTICIPANT,TIER_ID,PARENT_REF,LINGUISTIC_TYPE_REF,cds,pointing,pointadd role,pointadd,speechact,infotype,sentencetype,comment,utterinfo,pointjointatt,csd,intention;;
Eh eh eh eh!!,shp-BRI-2022-03-19-12.1,BRI,19/03/2022,Eh eh eh eh !!,ts143,ts144,TC,BRI,en,Brianna,trs@BRI,,default-lt,,,,,,,,,,,,;;
Eh mee!!,shp-BRI-2022-03-19-12.1,BRI,19/03/2022,Ehh mee!!,ts145,ts146,TC,BRI,en,Brianna,trs@BRI,,default-lt,,,,,,,,,,,,;;
Ehhh!!,shp-BRI-2022-03-19-12.1,BRI,19/03/2022,Ehhh!!,ts147,ts148,TC,BRI,en,Brianna,trs@BRI,,default-lt,,,,,,,,,,,,;;
Maa!!!,shp-BRI-2022-03-19-12.1,BRI,19/03/2022,Maa!!,ts149,ts150,TC,BRI,en,Brianna,trs@BRI,,default-lt,,,,,,,,,,,,;;
Aumm aaaaah!!,shp-BRI-2022-03-19-12.1,BRI,19/03/2022,Aum aaaah!!,ts153,ts154,TC,BRI,en,Brianna,trs@BRI,,default-lt,,,,,,,,,,,,;;
Ehh ehh !!,shp-BRI-2022-03-19-12.1,BRI,19/03/2022,Eh ehhh ehh!,ts155,ts156,TC,BRI,en,Brianna,trs@BRI,,default-lt,,,,,,,,,,,,;;
Ahh!!,shp-BRI-2022-03-19-12.1,BRI,19/03/2022,Ahh !!,ts159,ts160,TC,BRI,en,Brianna,trs@BRI,,default-lt,,,,,,,,,,,,;;
Eh jejeje!!,shp-BRI-2022-03-19-12.1,BRI,19/03/2022,Eh jejeje!!,ts163,ts164,TC,BRI,en,Brianna,trs@BRI,,default-lt,,,,,,,,,,,,;;
Eh heeee maaa!!,shp-BRI-2022-03-19-12.1,BRI,19/03/2022,Eh heeeee maa!!,ts165,ts166,TC,BRI,en,Brianna,trs@BRI,,default-lt,,,,,,,,,,,,;;
Ehh umhh!!,shp-BRI-2022-03-19-12.1,BRI,19/03/2022,Ehh ummh!!,ts167,ts168,TC,BRI,en,Brianna,trs@BRI,,default-lt,,,,,,,,,,,,;;
Ehh ehh emmm!!,shp-BRI-2022-03-19-12.1,BRI,19/03/2022,Ehh ehh emmm!!,ts171,ts172,TC,BRI,en,Brianna,trs@BRI,,default-lt,,,,,,,,,,,,;;
,shp-BRI-2022-03-19-12.1,BRI,19/03/2022,,ts183,ts184,TC,BRI,en,Brianna,trs@BRI,,default-lt,,,,,,,,,,,,;;
"No te estoy dando a ti ,estoy dando la bebé,shp-BRI-2022-03-19-12.1,BRI,19/03/2022,""Mia amai mariki ea, bebé amai "",ts2,ts4,MOT,EMM,en,Brianna,trs@BRI,,default-lt,dir_adult,,,,,,,,,,,";;
Yo le dije que le pides a tu papito ,shp-BRI-2022-03-19-12.1,BRI,19/03/2022,Papito yokatanwe ake mia ,ts5,ts8,MOT,EMM,en,Brianna,trs@BRI,,default-lt,dir_adult,,,,,,,,,,,;;
Pidale a tu papá,shp-BRI-2022-03-19-12.1,BRI,19/03/2022,Papito yokatanwe ,ts9,ts11,MOT,EMM,en,Brianna,trs@BRI,,default-lt,dir_adult,,,,,,,,,,,;;
Gery el ya esta llorando aca mira ,shp-BRI-2022-03-19-12.1,BRI,19/03/2022,Jery natora neno winiai moa oin ,ts14,ts16,MOT,EMM,en,Brianna,trs@BRI,,default-lt,surr_adult,,,,,,,,,,,;;
"Pidale para tomar, pidale a tu papá apurate ,shp-BRI-2022-03-19-12.1,BRI,19/03/2022,""Xeati yokatanwe, min papá yokatanwe kameni "",ts19,ts22,MOT,EMM,en,Brianna,trs@BRI,,default-lt,dir_adult,,,,,,,,,,,";;
No le pegues a la bebé ah ,shp-BRI-2022-03-19-12.1,BRI,19/03/2022,Bebé meyamawe jen ,ts27,ts28,MOT,EMM,en,Brianna,trs@BRI,,default-lt,dir_adult,,,,,,,,,,,;;
"Te dije vete alla, si no te vas ella te va dar mas ,shp-BRI-2022-03-19-12.1,BRI,19/03/2022,""Katanwe oke arake mia, mia kayamai jan mia mas akai "",ts29,ts30,MOT,EMM,en,Brianna,trs@BRI,,default-lt,dir_adult,,,,,,,,,,,";;
